evaluation,objective,C 1s_raw,La 4d_raw,Ni 3p_raw,C 1s_weighted,La 4d_weighted,Ni 3p_weighted,objective_total_seconds,reflectivity_simulation_seconds,rocking_curve_simulation_seconds,scoring_seconds,stack_seconds,top_lno_thickness,sto_thickness_start,lno_thickness_start,sto_thickness_delta,lno_thickness_delta,thickness_transition_repeat,thickness_transition_width,cap_roughness,sto_roughness_first,sto_roughness_last,lno_roughness_first,lno_roughness_last,substrate_roughness,rc_angle_offset
4.000000000000000000e+01,6.024881368177713303e-03,3.128059662309259394e-03,6.483118567586828185e-04,8.386386555823450864e-04,1.564029831154629697e-03,1.944935570276048456e-03,2.515915966747035368e-03,7.187882799975341186e+00,0.000000000000000000e+00,7.124344999989261851e+00,8.170001092366874218e-05,6.343609999748878181e-02,1.621142221562188581e+02,1.549347882261271714e+01,1.651049193200675091e+01,1.062213695610639608e+00,2.680463928908050519e+00,7.622671175590539860e+00,5.010363491564366001e+00,1.099227640493734448e+00,2.012569175197387761e+00,3.663064137367980422e+00,2.472709324884922566e+00,4.237104472551386891e+00,4.537844294433893033e+00,-1.207397820787129705e-01
4.100000000000000000e+01,1.293229806336056338e-02,6.516147068894737916e-03,1.359181849281666148e-03,1.865559660356065543e-03,3.258073534447368958e-03,4.077545547844998661e-03,5.596678981068196196e-03,7.288048699992941692e+00,0.000000000000000000e+00,7.230336999986320734e+00,7.509998977184295654e-05,5.761780001921579242e-02,2.007418319017956492e+02,1.843994113589387496e+01,1.318096016986662633e+01,1.151065063214821604e+00,2.629686717966081666e+00,5.987710780878040318e+00,1.766740730320235286e+01,1.255109982962602011e+00,2.355637320940063617e+00,4.150162672547921261e+00,2.792964671453239678e+00,4.441851218618330321e+00,2.132727740620302015e+00,-2.828554159656607170e-01
4.200000000000000000e+01,8.811389728122951889e-03,3.431346467962611852e-03,9.146193898080262228e-04,1.450619441572522468e-03,1.715673233981305926e-03,2.743858169424078560e-03,4.351858324717567186e-03,5.894738700008019805e+00,0.000000000000000000e+00,5.837220800021896139e+00,3.170000854879617691e-05,5.746829998679459095e-02,1.819993408630157319e+02,1.311698852793107228e+01,1.329889443020208617e+01,5.765770018217895032e-01,1.443019785590071269e+00,3.149432678395018570e+01,6.485450975886672964e+00,2.857088058020297971e+00,3.970140402053642603e+00,4.567255534856975885e+00,3.882680664288526984e+00,3.840326142606868220e+00,1.175996730260827405e+00,1.094612286121146583e-01
4.300000000000000000e+01,9.146331121836090428e-03,3.765205598751935820e-03,9.496260315405706835e-04,1.471616742612803742e-03,1.882602799375967910e-03,2.848878094621711942e-03,4.414850227838411009e-03,2.132495700003346428e+00,0.000000000000000000e+00,2.115439800021704286e+00,2.790000871755182743e-05,1.702090000617317855e-02,2.267113303298314975e+02,1.363897281908307235e+01,1.301389300388644976e+01,1.207844728655910416e+00,2.552271889978256603e+00,2.634682197087575517e+01,1.792172823178698948e+01,1.643598690365378978e+00,3.607292243541906807e+00,3.539845600442248941e+00,2.782586860785978722e+00,2.724964667872441293e+00,3.592677889380497369e+00,1.434691946577539845e-01
4.400000000000000000e+01,9.975736566245178155e-03,3.982427318223873657e-03,1.056659001630268343e-03,1.604848634080812460e-03,1.991213659111936828e-03,3.169977004890804813e-03,4.814545902242436948e-03,1.838290300016524270e+00,0.000000000000000000e+00,1.820268899988150224e+00,2.480999974068254232e-04,1.776299998164176941e-02,2.350717795009735482e+02,1.328472428200817035e+01,1.315621518189631622e+01,5.901453427376236738e-02,5.551391313744390432e-01,1.141068163958102488e+01,1.220720107927775633e+00,2.885775356800644342e+00,2.914279918711434103e+00,3.839114122590906675e+00,4.943530386109426189e+00,3.886293997698219815e+00,4.918571522647869898e+00,2.098061801508395718e-01
4.500000000000000000e+01,9.460781464727650164e-03,3.778808573928262374e-03,9.976345666133589439e-04,1.526157825974480643e-03,1.889404286964131187e-03,2.992903699840076832e-03,4.578473477923441712e-03,1.923010099999373779e+00,0.000000000000000000e+00,1.902623500005574897e+00,2.559999120421707630e-05,2.035099998465739191e-02,2.012826922387434081e+02,1.312692146695192541e+01,1.323367216821342396e+01,2.072835174277211312e+00,1.539847086838737722e+00,3.747415264152083836e+01,1.888398888683579813e+01,1.362669469279662593e+00,2.148851477758600304e+00,3.267148671765838674e+00,3.263932574238646467e+00,2.952320641096458864e+00,4.174448190672647385e+00,-1.205573480273831044e-01
4.600000000000000000e+01,1.561619328376175064e-02,7.306350060102670754e-03,1.748407478523966762e-03,2.239265272712838688e-03,3.653175030051335377e-03,5.245222435571900502e-03,6.717795818138515632e-03,6.844198400009190664e+00,0.000000000000000000e+00,6.773942400002852082e+00,6.120000034570693970e-05,7.017859999905340374e-02,1.709261093077255680e+02,1.656710286286980249e+01,1.519805056716573688e+01,1.310548892278565525e+00,1.048546636031804313e+00,3.585277822736015474e-01,1.635376477526095229e+01,4.160319335422848042e+00,4.897011943483063234e+00,3.709771724574399521e+00,3.065519946078827829e+00,4.280541753011135597e+00,4.096567846679521452e+00,-2.882533666383773063e-01
4.700000000000000000e+01,1.000278194004517243e-02,4.052604606132509217e-03,1.060905069491954950e-03,1.597921476167684252e-03,2.026302303066254609e-03,3.182715208475865067e-03,4.793764428503053190e-03,5.926033299998380244e+00,0.000000000000000000e+00,5.870092900004237890e+00,1.558999938424676657e-04,5.576280000968836248e-02,2.413271959677497875e+02,1.328192063329325556e+01,1.502747887806348359e+01,4.333023763638507164e-01,2.209160222907545101e+00,3.220160324657815920e+01,6.937118796797406617e+00,3.111313929703700243e+00,2.322146044752643412e+00,2.155506766627643067e+00,3.253667424278154030e+00,4.545870382635820661e+00,4.707629345619648298e+00,-2.998181381031431170e-01
4.800000000000000000e+01,9.867653115588039675e-03,7.030039349417245217e-03,7.458431785227848197e-04,1.371701301770353841e-03,3.515019674708622609e-03,2.237529535568354676e-03,4.115103905311061523e-03,5.051384599995799363e+00,0.000000000000000000e+00,4.961590199993224815e+00,2.999999560415744781e-05,8.974960001069121063e-02,2.162987329844176543e+02,1.693880863271830606e+01,1.537271579762183471e+01,1.399514571666021112e+00,1.738973007396524828e+00,4.230361583552037508e-01,1.172355304989256197e+01,1.187923008968586380e+00,2.436771221502362028e+00,4.310477004102896359e+00,3.589169543008218888e+00,4.872602915423189351e+00,2.048609351989928662e+00,-2.032087310717999307e-01
4.900000000000000000e+01,9.388228220904348831e-03,3.803309238043258659e-03,9.888517298511545657e-04,1.506672804109751790e-03,1.901654619021629329e-03,2.966555189553463697e-03,4.520018412329255587e-03,6.025919299980159849e+00,0.000000000000000000e+00,5.990325899998424575e+00,1.497999764978885651e-04,3.542660002131015062e-02,2.272515009713856386e+02,1.487277618449929761e+01,1.305292674421919763e+01,7.794703826584019613e-01,1.208101341658906147e+00,3.834149430456659502e+01,1.047651545911035065e+01,4.572884823889420858e+00,2.008974993800009656e+00,3.841751402512274538e+00,3.117565153315550397e+00,4.921784835192021035e+00,4.246710504237896977e+00,2.750385694155668692e-01
5.000000000000000000e+01,9.963741064869038877e-03,3.949264394266660191e-03,1.059766842856231387e-03,1.603269446389004585e-03,1.974632197133330096e-03,3.179300528568694377e-03,4.809808339167013537e-03,6.582460300007369369e+00,0.000000000000000000e+00,6.527360500011127442e+00,6.979997851885855198e-05,5.500399999436922371e-02,2.427098259445572239e+02,1.413789692086027294e+01,1.301268336499038192e+01,1.440531275927481314e+00,1.033451877308222411e+00,3.543745998204088465e+01,1.020819785829963067e+01,4.349480004106030862e+00,2.596563120349983933e+00,3.895641235604711650e+00,3.726977893789326757e+00,4.574034979573361248e+00,4.040731519843649977e+00,-2.136586470294531415e-01
5.100000000000000000e+01,1.493525520050517467e-02,6.283561661490273155e-03,1.785716632503175829e-03,2.145441490750170203e-03,3.141780830745136577e-03,5.357149897509527053e-03,6.436324472250510610e-03,4.551203500013798475e+00,0.000000000000000000e+00,4.491543999989517033e+00,4.650000482797622681e-05,5.959580000489950180e-02,1.693858812096591748e+02,1.426204410872891337e+01,1.841254886514010281e+01,1.358502791355644668e+00,1.551914689609757314e+00,3.076877729428847186e+00,1.383298817582405249e+01,1.147799908878322839e+00,4.356680116272438674e+00,4.504400818458932143e+00,4.551451316417897353e+00,4.555374424133012745e+00,4.656550412628764235e+00,-2.812096436202607408e-01
5.200000000000000000e+01,1.137433637260596223e-02,5.890406057324954620e-03,1.165453838831969485e-03,1.644257275815859181e-03,2.945203028662477310e-03,3.496361516495908456e-03,4.932771827447577327e-03,2.325104400020791218e+00,0.000000000000000000e+00,2.300273900007596239e+00,2.706999948713928461e-04,2.454440001747570932e-02,2.358675777764097461e+02,1.604817264674550259e+01,1.607753960753521838e+01,2.492099161954289599e+00,2.113143694931191696e+00,2.425448849890991809e+01,9.293571217405602880e+00,2.102647498874317122e+00,4.702709110892221211e+00,3.289806711334200440e+00,4.588001723603404969e+00,3.226038680984321338e+00,3.174454112135373318e+00,-2.726030880140051238e-01
5.300000000000000000e+01,1.059902352638704068e-02,4.267574134416748238e-03,1.140263738428608491e-03,1.681481747964280217e-03,2.133787067208374119e-03,3.420791215285825474e-03,5.044445243892840651e-03,2.224378699989756569e+00,0.000000000000000000e+00,2.178154199995333329e+00,3.789999755099415779e-05,4.616920000989921391e-02,2.055370676228442903e+02,1.447192883603764813e+01,1.481766710899371731e+01,1.849374218567277239e+00,2.343098770960862609e+00,3.504496907394458560e+01,3.357629572224524850e+00,1.728582363483969431e+00,2.307597280390945471e+00,3.054006763574125038e+00,2.054959967727956194e+00,2.987392695853581692e+00,4.940637775860809100e+00,-2.984276029939442187e-02
5.400000000000000000e+01,1.257029419387700568e-02,6.235630016966706504e-03,1.281565097774331734e-03,1.869261297356885959e-03,3.117815008483353252e-03,3.844695293322995203e-03,5.607783892070657659e-03,2.146329100010916591e+00,0.000000000000000000e+00,2.100435000000288710e+00,2.569999196566641331e-05,4.583859999547712505e-02,2.445843442267958494e+02,1.343443410618682776e+01,1.797325472243549171e+01,5.971202336016006029e-01,6.511067658075788689e-01,3.785917977669390666e+01,1.822717551178587314e+01,2.715014327845354014e+00,4.590197404544975157e+00,3.358797740763487916e+00,3.122880783913281277e+00,3.625013326337342079e+00,4.706115927477362959e+00,2.990939154174948045e-01
5.500000000000000000e+01,9.860997818503223350e-03,3.916393220217546239e-03,1.039346429280570529e-03,1.594920640184245781e-03,1.958196610108773120e-03,3.118039287841711804e-03,4.784761920552737559e-03,1.892620700004044920e+00,0.000000000000000000e+00,1.873495700012426823e+00,3.350002225488424301e-05,1.908129997900687158e-02,2.488165496149555906e+02,1.312752072768780565e+01,1.586069280886804123e+01,6.853942578070194858e-02,1.382341132040039611e+00,3.364602836033439814e+01,1.299136665058101592e+01,1.359284754244002524e+00,3.383158880100791688e+00,4.397232990455778534e+00,3.063396094223261645e+00,3.252205844479684416e+00,3.569360969056398769e+00,-1.954516200661894354e-01
5.600000000000000000e+01,1.865560390031240773e-02,8.300240556949022019e-03,2.128308472499246089e-03,2.706852734780052817e-03,4.150120278474511010e-03,6.384925417497738266e-03,8.120558204340159320e-03,2.170993599982466549e+00,0.000000000000000000e+00,2.143188600020948797e+00,6.060002488084137440e-05,2.773550001438707113e-02,1.707127891899425549e+02,1.840777357669495728e+01,1.415674744372357630e+01,2.225501906971306260e-02,1.591269113518900546e+00,3.843970162324074380e+01,8.035480213884266476e+00,4.215397664571072234e+00,2.668391710137053341e+00,2.768397335620414346e+00,3.744180921196953449e+00,4.314505834632166525e+00,1.257153633562345885e+00,-2.165354031232086252e-02
5.700000000000000000e+01,8.528711791529045017e-03,3.309043220542982108e-03,8.863449465565103203e-04,1.405051780529340856e-03,1.654521610271491054e-03,2.659034839669531178e-03,4.215155341588022568e-03,1.848363099998096004e+00,0.000000000000000000e+00,1.831630600005155429e+00,2.720000338740646839e-05,1.669820002280175686e-02,1.844743032942627678e+02,1.434657686729225290e+01,1.312631310372733395e+01,1.502985812618558459e+00,2.680681910970500681e+00,3.849845630071027358e+01,2.533913079626852749e+00,4.992831454965745763e+00,4.833256751364788606e+00,4.493892491749879703e+00,4.589025370459259179e+00,4.410201583210881182e+00,3.861885181456271798e+00,2.694535938588574209e-01
5.800000000000000000e+01,1.408134724397283426e-02,7.273052328658115816e-03,1.586277809591926788e-03,1.895329216955998590e-03,3.636526164329057908e-03,4.758833428775780146e-03,5.685987650867995770e-03,2.221936200017808005e+00,0.000000000000000000e+00,2.206420600006822497e+00,3.349999315105378628e-05,1.547400001436471939e-02,2.268536217774496322e+02,1.347960416159922303e+01,1.779638934580657761e+01,2.513989565928042680e+00,2.346272707270592672e+00,8.201861021464530721e-02,1.284602644225491908e+01,2.642627384970037685e+00,4.877592327639789893e+00,3.654587861073831156e+00,4.271169415184726148e+00,4.724053729852790262e+00,2.962248311165596615e+00,-6.622184942120468154e-02
5.900000000000000000e+01,8.461408373886333475e-03,3.359484292985339370e-03,8.796929871773836269e-04,1.380862421953837817e-03,1.679742146492669685e-03,2.639078961532150772e-03,4.142587265861513018e-03,2.092556999996304512e+00,0.000000000000000000e+00,2.069471700000576675e+00,3.460000152699649334e-05,2.303469998878426850e-02,2.214606019274257847e+02,1.302867630738428240e+01,1.497053111042300522e+01,2.472105502607410799e+00,2.413843043052799509e+00,3.705431644412947634e+01,3.925574777879619059e+00,1.986446659194925912e+00,4.495797474673786986e+00,2.165904592490684344e+00,3.370760930208720474e+00,2.342067201306840207e+00,3.003472106067313518e+00,2.930426423572813355e-01
6.000000000000000000e+01,2.063589158713583643e-02,1.012342443390970050e-02,2.296359974034265557e-03,2.895033149359396360e-03,5.061712216954850248e-03,6.889079922102796238e-03,8.685099448078189080e-03,2.421616900013759732e+00,0.000000000000000000e+00,2.404738399985944852e+00,3.460000152699649334e-05,1.683369997772388160e-02,2.290240647914043279e+02,1.545172495885197961e+01,1.816405665329372354e+01,2.581888949820526413e+00,1.359951347074208172e+00,8.548607127096592428e-01,7.981641103016119843e+00,2.963123790922334244e+00,4.467963628721580704e+00,2.649983597991529827e+00,3.309198935460410329e+00,3.652861676204111951e+00,1.519675762444237854e+00,-5.919337443411482047e-02
6.100000000000000000e+01,1.835749074953253041e-02,8.888813763221743366e-03,2.004855539075169318e-03,2.632839083565384312e-03,4.444406881610871683e-03,6.014566617225507519e-03,7.898517250696152070e-03,2.093577000021468848e+00,0.000000000000000000e+00,2.076356900011887774e+00,3.470000228844583035e-05,1.716019999003037810e-02,1.978328500773690450e+02,1.772672085892551053e+01,1.641066304036895573e+01,2.405755311864810952e+00,1.328894727516041208e+00,1.053339834536387620e+01,9.535464498759917973e+00,1.191271731185437499e+00,2.382501043865071999e+00,3.872452895764344483e+00,4.874847289388828386e+00,4.468735654051426920e+00,1.139527387728958008e+00,5.066105863139008791e-02
6.200000000000000000e+01,1.203538893839176983e-02,6.574480915235935384e-03,1.217335446876474138e-03,1.698714046714793315e-03,3.287240457617967692e-03,3.652006340629422414e-03,5.096142140144380162e-03,2.109243200015043840e+00,0.000000000000000000e+00,2.087790399993536994e+00,3.329999162815511227e-05,2.141029998892918229e-02,1.995546967173756912e+02,1.813699897896409752e+01,1.445780112158078445e+01,2.296392997069051312e+00,2.803211084204157544e+00,3.057712995059123173e+01,9.325541645861552098e+00,1.012715087631788968e+00,4.565950613148157089e+00,3.375221709142623538e+00,2.398060453906039502e+00,2.243190356311347333e+00,1.740735405484487242e+00,-2.727397670885239322e-01
6.300000000000000000e+01,1.200361788314835768e-02,6.111503561453479096e-03,1.227378836591529231e-03,1.755243197549010000e-03,3.055751780726739548e-03,3.682136509774587910e-03,5.265729592647029784e-03,2.192424299981212243e+00,0.000000000000000000e+00,2.171058799984166399e+00,3.872000088449567556e-04,2.096940000774338841e-02,2.010619840280175481e+02,1.546494489758897650e+01,1.399077168201381305e+01,2.382699578381464622e+00,1.812755650211802294e+00,1.239578435177977411e+01,1.901258910959857928e+01,1.730000783144281629e+00,2.318189244835840324e+00,3.532196041808294051e+00,2.286634396268394376e+00,4.470204857599246573e+00,1.122883886341189630e+00,-2.397645944291404430e-02
6.400000000000000000e+01,1.244608182897566362e-02,6.729242731447131892e-03,1.271640691876123981e-03,1.755512795874575316e-03,3.364621365723565946e-03,3.814922075628371725e-03,5.266538387623725948e-03,2.704788900009589270e+00,0.000000000000000000e+00,2.677339899993967265e+00,2.929999027401208878e-05,2.740739998989738524e-02,1.952408269721406100e+02,1.383142561483141897e+01,1.511315117463853674e+01,2.551457008612084465e+00,1.562944308276884353e+00,6.149333120473660763e+00,1.058583006923193359e+01,4.838072225540457794e+00,2.475342656428316079e+00,3.166854965481678441e+00,4.389182855793116289e+00,3.844701262349237592e+00,2.974944653456163213e+00,2.878844786805983547e-01
6.500000000000000000e+01,8.208878182277072957e-03,3.390226715058509022e-03,8.388613873364295223e-04,1.332393554246176373e-03,1.695113357529254511e-03,2.516584162009288458e-03,3.997180662738529337e-03,2.906141699990257621e+00,0.000000000000000000e+00,2.877707800013013184e+00,2.559999120421707630e-05,2.839630001108162105e-02,1.972969278152250752e+02,1.305491512557984279e+01,1.847954246790718713e+01,2.110226944109269698e-01,2.534822849846806392e+00,3.801944826453752313e+01,1.686118016238753725e+01,2.814868989821349921e+00,3.003191325712197823e+00,4.644738925617667213e+00,3.292197661310606982e+00,3.133781974580733376e+00,3.115441009616233714e+00,-2.902225078143126358e-01
6.600000000000000000e+01,9.783355438562117701e-03,3.974057267721078403e-03,1.036160160214503068e-03,1.562615441352689693e-03,1.987028633860539201e-03,3.108480480643509205e-03,4.687846324058069294e-03,2.761991500010481104e+00,0.000000000000000000e+00,2.736537099990528077e+00,3.190001007169485092e-05,2.539969998179003596e-02,2.396456357840173723e+02,1.326020126793937770e+01,1.626290788501724549e+01,1.646372948489900345e+00,8.523097894077134029e-01,2.407872481780086282e+00,1.711423593871617044e+01,1.002708211267477889e+00,4.639162241416602939e+00,2.111609398987332131e+00,3.534454119285498130e+00,2.641725243386243704e+00,4.158047924947547713e+00,-2.319856584126029908e-01
6.700000000000000000e+01,8.817186345133717906e-03,3.499866197785680543e-03,9.177357207929136718e-04,1.438015361287378656e-03,1.749933098892840272e-03,2.753207162378741232e-03,4.314046083862136186e-03,2.201722600002540275e+00,0.000000000000000000e+00,2.184903800021857023e+00,3.460000152699649334e-05,1.677630000631324947e-02,1.963171758472297483e+02,1.315097685281350692e+01,1.362980107876690461e+01,3.999541911090688240e-01,1.422058788227655413e+00,9.707174597456280196e+00,1.747393609834454464e+00,4.854738573151973213e+00,4.132987053173402536e+00,2.999839228552677817e+00,2.321491960366053764e+00,3.079443037063510857e+00,2.469673001737454854e+00,-2.757541255736839503e-01
6.800000000000000000e+01,1.054325903851300282e-02,4.524697701123138981e-03,1.104654726344468131e-03,1.655648669639342907e-03,2.262348850561569490e-03,3.313964179033404393e-03,4.966946008918028503e-03,1.974057599989464507e+00,0.000000000000000000e+00,1.951600600004894659e+00,3.270001616328954697e-05,2.241320000030100346e-02,2.138159080975470658e+02,1.474340864914667648e+01,1.315840181085046545e+01,2.782774684958474687e+00,1.854945788410568674e+00,1.108321347116251326e-01,1.849555137290710505e+01,4.921000195729828164e+00,4.278713453123681454e+00,4.699651151162977492e+00,3.829122526568619733e+00,3.663924241963638195e+00,3.428155108161015541e+00,2.586704059045197845e-01
6.900000000000000000e+01,1.036893346857072767e-02,4.249262696952833297e-03,1.100553495224119733e-03,1.647547211473984015e-03,2.124631348476416649e-03,3.301660485672359199e-03,4.942641634421951827e-03,1.882972499995958060e+00,0.000000000000000000e+00,1.864981899998383597e+00,3.709999145939946175e-05,1.794430002337321639e-02,2.074441965883881096e+02,1.671184152612710605e+01,1.303368843871926863e+01,1.297743104249208246e+00,1.129631704622710009e+00,2.436132944197588657e+01,7.547217468046773625e+00,4.715491468808576059e+00,2.618305641781874193e+00,3.188959359043192165e+00,3.784240730780882966e+00,4.415028876095768773e+00,3.388641125751162164e+00,-2.804355556355290213e-01
7.000000000000000000e+01,1.771792607456940463e-02,8.764256829760270692e-03,2.044791885622337414e-03,2.400474000940752348e-03,4.382128414880135346e-03,6.134375656867012243e-03,7.201422002822257043e-03,2.047526299982564524e+00,0.000000000000000000e+00,2.023375400021905079e+00,2.399997902102768421e-05,2.411920001031830907e-02,2.295997482121283326e+02,1.592710925018475443e+01,1.382195298222344704e+01,2.316353742125377924e+00,2.873167628060432133e+00,7.828358488636111279e-01,8.590370596921582447e+00,3.446453812207050493e+00,2.165648634101049019e+00,4.158853053673249534e+00,4.117027746949728950e+00,4.780982764174345867e+00,4.542002856756473861e+00,1.052098367523734423e-01
7.100000000000000000e+01,9.131521012833812220e-03,3.614689695232314350e-03,9.661919153260643258e-04,1.475200139746487248e-03,1.807344847616157175e-03,2.898575745978192869e-03,4.425600419239461743e-03,1.845949599985033274e+00,0.000000000000000000e+00,1.829503400018438697e+00,2.360000507906079292e-05,1.641280000330880284e-02,1.664753470673431082e+02,1.303177129527558975e+01,1.644015702545874902e+01,1.835612471743920615e+00,1.522188423751231978e+00,2.954552736540405888e+01,9.350841645309804662e+00,4.758844978880036436e+00,4.468469889578376986e+00,4.675054528949034172e+00,4.878232577241126577e+00,4.549109919976265459e+00,1.244209893926187860e+00,-2.640064739908501990e-01
7.200000000000000000e+01,8.821890941293370272e-03,3.657793446274491215e-03,8.959059528730312473e-04,1.435092119845676794e-03,1.828896723137245607e-03,2.687717858619093850e-03,4.305276359537030598e-03,1.897534399991855025e+00,0.000000000000000000e+00,1.878407500014873222e+00,3.239998477511107922e-05,1.908269998966716230e-02,2.254891979792012933e+02,1.312709694843721842e+01,1.766058109658214903e+01,4.608677082611557507e-01,2.490535343003317692e+00,2.832907306883351950e+01,3.592858556342242160e+00,1.033240966789842563e+00,3.797424122133146618e+00,2.574666950351984340e+00,4.812266087953727123e+00,3.883225446378144596e+00,2.267422651559393820e+00,-1.578565595639367103e-01
7.300000000000000000e+01,1.995393634379061601e-02,9.588237833004794805e-03,2.192153716850725118e-03,2.861118758912014996e-03,4.794118916502397403e-03,6.576461150552175353e-03,8.583356276736044121e-03,1.993775400012964383e+00,0.000000000000000000e+00,1.976878499990561977e+00,3.029999788850545883e-05,1.685680000809952617e-02,2.100337497848526311e+02,1.558031634045811842e+01,1.581360470028482901e+01,1.614626362978453633e+00,1.514511208846126333e+00,1.189567990895391336e+00,1.880339422155222806e+01,1.011208405465340743e+00,2.824178266582914265e+00,4.869386656135259450e+00,3.048062010144498402e+00,2.319971283163029252e+00,3.072524729577799540e+00,-1.268996698605806550e-03
7.400000000000000000e+01,8.944754588433835585e-03,3.581719885475636092e-03,9.333021919818464390e-04,1.451329356583492452e-03,1.790859942737818046e-03,2.799906575945539100e-03,4.353988069750477571e-03,1.702168999996501952e+00,0.000000000000000000e+00,1.683026899991091341e+00,2.410000888630747795e-05,1.910689999931491911e-02,1.554425914519933940e+02,1.315247690283661797e+01,1.326442832543694550e+01,1.419396159669857216e+00,1.257032491458189016e-01,1.121469318242060353e+01,6.633362911797745731e+00,1.715420240125110407e+00,4.235393163824363150e+00,4.690010446134382782e+00,2.809335953439503264e+00,2.067638642749551892e+00,1.929202421539109702e+00,2.952638424840949294e-01
7.500000000000000000e+01,8.902900807701777039e-03,3.485703884456203740e-03,9.263035612831943587e-04,1.460379393874697328e-03,1.742851942228101870e-03,2.778910683849583185e-03,4.381138181624092201e-03,1.743517999973846599e+00,0.000000000000000000e+00,1.729399500007275492e+00,2.500001573935151100e-05,1.408459999947808683e-02,1.536519879616632807e+02,1.305139463378199949e+01,1.309357419719325222e+01,2.265973906894555689e+00,2.809043441760179949e+00,2.276598719823673633e+01,2.588809284593088123e+00,1.837839461400802454e+00,4.161549217382949806e+00,4.865754937283004899e+00,4.789515417143173970e+00,2.177881885810697415e+00,1.781494145168197596e+00,-2.641946701220724281e-01
7.600000000000000000e+01,8.690986125611400992e-03,3.398249374719602457e-03,9.068070898950666850e-04,1.423813389522133417e-03,1.699124687359801229e-03,2.720421269685200164e-03,4.271440168566400034e-03,1.899694299994735047e+00,0.000000000000000000e+00,1.869228299998212606e+00,3.359999391250312328e-05,3.042419999837875366e-02,1.600542144852246622e+02,1.319231990640042795e+01,1.448014955849654939e+01,2.998540639574964306e+00,3.854870379772987743e-01,2.634467662453387149e+01,1.174104239513575187e+01,1.403121218124063319e+00,2.018696023813181029e+00,4.016392970717507005e+00,2.281142834474178205e+00,4.873671391750138859e+00,4.289308419787202453e+00,-2.839686531082879495e-01
7.700000000000000000e+01,8.870297440566752428e-03,3.429729498098300737e-03,9.242750641992214695e-04,1.460869166306646245e-03,1.714864749049150369e-03,2.772825192597664409e-03,4.382607498919938518e-03,1.688234200002625585e+00,0.000000000000000000e+00,1.673312300001271069e+00,4.030001582577824593e-05,1.487310000811703503e-02,1.511673855578409587e+02,1.326962657210850693e+01,1.307503195039621424e+01,1.311696241625327275e+00,1.926706502345503669e+00,2.064901766030904895e+01,1.820316127613040891e+01,2.347153572813367894e+00,3.644830469350881508e+00,4.328233020763641470e+00,4.971708316116263404e+00,4.629376906986163220e+00,1.347592528011608781e+00,-2.980584731136000642e-01
7.800000000000000000e+01,8.418415420026890278e-03,3.348416894067624081e-03,8.670584654472260951e-04,1.381010525550466651e-03,1.674208447033812041e-03,2.601175396341678069e-03,4.143031576651400386e-03,1.809367600013501942e+00,0.000000000000000000e+00,1.777678800019202754e+00,3.240001387894153595e-05,3.164229998947121203e-02,2.224722619206130503e+02,1.454986316440833427e+01,1.319969163878663743e+01,9.165414028922205247e-01,4.901775318331104414e-02,1.627041922474941060e+01,1.917205852216654094e+01,3.145800590449121081e+00,2.009936053206090367e+00,4.853940407418572356e+00,3.010665087024405828e+00,3.162804801035469460e+00,2.961191192872189681e+00,7.699541705455964502e-02
7.900000000000000000e+01,1.787623694086129533e-02,1.013923606305183744e-02,1.730270262821925580e-03,2.538602706956533291e-03,5.069618031525918722e-03,5.190810788465776739e-03,7.615808120869599872e-03,2.043694899999536574e+00,0.000000000000000000e+00,2.025529600010486320e+00,5.360000068321824074e-05,1.810290000867098570e-02,2.449578436317385979e+02,1.369102674143068654e+01,1.776897650827023512e+01,2.981337899852617213e+00,9.873122494176604924e-01,1.171945932555153647e+01,1.720740553605392975e+01,2.146427097283111429e+00,2.456785721375149834e+00,4.738265530707716167e+00,3.725283297086442680e+00,3.811979119010543204e+00,4.446790433497659123e+00,1.681466417640503086e-01
8.000000000000000000e+01,8.782321012345451969e-03,3.437034382483645720e-03,9.142014642280926100e-04,1.440399809473116985e-03,1.718517191241822860e-03,2.742604392684277938e-03,4.321199428419350737e-03,1.716046000015921891e+00,0.000000000000000000e+00,1.695828600000822917e+00,3.450000076554715633e-05,2.017559998785145581e-02,1.515479357632650874e+02,1.303640594325061031e+01,1.389391764287864284e+01,7.457293047802757702e-01,1.521658876411233763e+00,8.261921544957358421e+00,1.215389166714895630e+01,1.142196549278844397e+00,4.488175863170814850e+00,3.358710242145511060e+00,2.274410385067737739e+00,4.555476632417910565e+00,3.306671127997288906e+00,2.922434279328525730e-01
